Customer Id,Geography Id,Customer Alternate Id,Title,First Name,Middle Name,Last Name,Name Style,Birth Date,Suffix,Gender,Email Address,Yearly Income,Total Children,Number of Children At Home,Education,Occupation,Owns House,Number of Cars Owned,Address Line 1,Address Line 2,Date of First Purchase,Commute Distance,Marital Status,Phone Number
13346,536,AW00013346,,Gregory,S,Chande,FALSE,1948-11-22 00:00,,M,gregory18@adventure-works.com,110000,2,4,Bachelors,Management,1,3,9261 S Royal Links Circle,,2012-02-18 00:00,5-10 Miles,S,454-555-0118
13347,347,AW00013347,,Rachel,,Hall,FALSE,1948-07-01 00:00,,F,rachel27@adventure-works.com,120000,2,4,Bachelors,Management,1,4,3531 Brookview Drive,,2013-06-05 00:00,5-10 Miles,M,901-555-0137
13348,336,AW00013348,,Noah,,Young,FALSE,1948-08-18 00:00,,M,noah44@adventure-works.com,130000,2,3,Bachelors,Management,1,4,3867 Vista Way,,2012-02-05 00:00,0-1 Miles,M,672-555-0123
13349,345,AW00013349,,Kaitlyn,A,Gonzalez,FALSE,1949-04-04 00:00,,F,kaitlyn15@adventure-works.com,130000,2,3,Bachelors,Management,1,4,2416 Kaski Ln.,,2013-02-13 00:00,5-10 Miles,M,698-555-0190
13350,63,AW00013350,,Isaac,,Sandberg,FALSE,1949-03-02 00:00,,M,isaac3@adventure-works.com,170000,2,3,Graduate Degree,Management,0,2,7770 Mota Dr.,,2013-04-18 00:00,5-10 Miles,M,324-555-0137
13351,618,AW00013351,,Mariah,,Cox,FALSE,1949-10-25 00:00,,F,mariah35@adventure-works.com,70000,4,0,Bachelors,Management,1,2,7506 Hill Meadow Place,,2012-02-19 00:00,1-2 Miles,S,628-555-0166
13352,331,AW00013352,,Joseph,E,Davis,FALSE,1955-03-03 00:00,,M,joseph11@adventure-works.com,70000,4,0,Bachelors,Management,1,2,874 Olivera Road,,2013-06-21 00:00,10+ Miles,S,248-555-0183
13353,626,AW00013353,,Jordyn,S,Coleman,FALSE,1955-09-22 00:00,,F,jordyn5@adventure-works.com,60000,4,0,Graduate Degree,Management,1,2,8924 Amanda Circle,,2012-02-22 00:00,10+ Miles,S,127-555-0166
13354,637,AW00013354,,Eric,,Campbell,FALSE,1955-11-08 00:00,,M,eric49@adventure-works.com,70000,5,0,Bachelors,Management,1,2,5486 Woodruff Ln.,,2012-02-25 00:00,10+ Miles,M,293-555-0189
13355,633,AW00013355,,Jackson,,Jai,FALSE,1950-03-24 00:00,,M,jackson5@adventure-works.com,70000,5,0,Bachelors,Management,1,2,5923 Hazelwood Lane,,2012-02-12 00:00,10+ Miles,M,767-555-0137
13356,609,AW00013356,,Stefanie,J,Prasad,FALSE,1950-11-04 00:00,,F,stefanie6@adventure-works.com,60000,4,0,Bachelors,Management,1,2,2703 Freda Dr.,# 13,2013-10-16 00:00,2-5 Miles,M,402-555-0146
13357,316,AW00013357,,Blake,C,Gonzales,FALSE,1951-03-27 00:00,,M,blake65@adventure-works.com,60000,4,0,Bachelors,Management,1,2,6887 Deerberry Ct.,,2012-02-05 00:00,10+ Miles,S,101-555-0146
13358,53,AW00013358,,Alexandra,,Edwards,FALSE,1950-12-13 00:00,,F,alexandra45@adventure-works.com,60000,4,0,Bachelors,Management,1,2,138 Lancelot Dr.,# 105,2013-09-20 00:00,10+ Miles,M,940-555-0193
13359,315,AW00013359,,Ian,C,Wood,FALSE,1951-03-02 00:00,,M,ian42@adventure-works.com,60000,4,0,Bachelors,Management,1,2,3589 Bancroft Rd.,,2012-01-30 00:00,10+ Miles,M,304-555-0141
13360,311,AW00013360,,Jada,,Cook,FALSE,1951-07-03 00:00,,F,jada13@adventure-works.com,60000,5,0,Bachelors,Management,1,3,55 St. George Dr.,,2013-02-04 00:00,10+ Miles,M,735-555-0182
13361,542,AW00013361,,Cameron,F,Jai,FALSE,1952-02-29 00:00,,M,cameron28@adventure-works.com,60000,5,0,Bachelors,Management,1,3,8185 Sol Street,,2012-02-25 00:00,2-5 Miles,M,366-555-0160
13362,298,AW00013362,,Destiny,,Morgan,FALSE,1962-08-08 00:00,,F,destiny29@adventure-works.com,60000,5,0,Bachelors,Management,1,3,7566 Keller Ridge Dr.,,2012-02-04 00:00,10+ Miles,S,211-555-0112
13363,553,AW00013363,,Sydney,K,Allen,FALSE,1951-12-14 00:00,,F,sydney88@adventure-works.com,70000,3,1,Bachelors,Management,1,1,7421 Palisade Court,,2013-02-28 00:00,1-2 Miles,M,573-555-0126
13364,298,AW00013364,,Natalie,F,Anderson,FALSE,1952-04-01 00:00,,F,natalie77@adventure-works.com,70000,4,1,Bachelors,Management,1,1,7983 Stony Hill Circle,,2013-05-15 00:00,10+ Miles,S,784-555-0177
13365,311,AW00013365,,Luke,,Shan,FALSE,1957-09-21 00:00,,M,luke20@adventure-works.com,70000,4,1,Bachelors,Management,1,1,2278 Rosa,,2013-09-11 00:00,1-2 Miles,M,290-555-0119
13366,71,AW00013366,,Austin,E,Davis,FALSE,1957-05-06 00:00,,M,austin44@adventure-works.com,70000,4,1,Bachelors,Management,1,1,8547 Lyon Circle,,2013-05-26 00:00,10+ Miles,M,923-555-0190
13367,626,AW00013367,,Savannah,,Edwards,FALSE,1952-10-11 00:00,,F,savannah22@adventure-works.com,70000,4,1,Bachelors,Management,1,1,4109 Mi Casa Court,,2012-02-27 00:00,10+ Miles,M,742-555-0150
13368,635,AW00013368,,Kyle,C,Henderson,FALSE,1969-12-18 00:00,,M,kyle1@adventure-works.com,70000,4,1,Bachelors,Management,0,1,7188 Viewpoint Ct,,2013-10-26 00:00,1-2 Miles,M,112-555-0119
13369,614,AW00013369,,Mariah,C,Henderson,FALSE,1953-02-13 00:00,,F,mariah9@adventure-works.com,80000,5,0,Bachelors,Management,1,2,3447 Mozden Lane,,2012-02-02 00:00,5-10 Miles,M,263-555-0151
13370,546,AW00013370,,Blake,M,Ross,FALSE,1959-03-19 00:00,,M,blake51@adventure-works.com,60000,2,1,Partial College,Professional,1,1,Rt. 6415 Box A,,2013-11-18 00:00,10+ Miles,M,331-555-0154
13371,548,AW00013371,,Sydney,B,Gonzales,FALSE,1959-11-17 00:00,,F,sydney39@adventure-works.com,60000,2,1,Partial College,Professional,1,1,6880 N Lanky Lane,,2013-08-06 00:00,10+ Miles,S,712-555-0120
13372,648,AW00013372,,Isaac,R,Edwards,FALSE,1954-05-28 00:00,,M,isaac24@adventure-works.com,60000,2,1,Partial College,Professional,1,2,9421 South Royal Links,,2013-02-04 00:00,10+ Miles,M,132-555-0164
13373,300,AW00013373,,Michelle,L,Murphy,FALSE,1953-09-01 00:00,,F,michelle15@adventure-works.com,60000,2,1,Partial College,Professional,1,2,2104 Grading Way,,2013-03-31 00:00,10+ Miles,S,331-555-0144
13374,302,AW00013374,,Marco,M,Martinez,FALSE,1959-05-17 00:00,,M,marco18@adventure-works.com,60000,2,1,Partial College,Professional,0,2,3917 Fern Leaf Lane,,2013-10-13 00:00,2-5 Miles,M,143-555-0120
13375,310,AW00013375,,Jason,,Kumar,FALSE,1953-10-09 00:00,,M,jason26@adventure-works.com,60000,2,1,Partial College,Professional,1,2,1974 Heritage Oaks,,2013-12-03 00:00,10+ Miles,M,758-555-0180
13376,311,AW00013376,,Jerry,D,Rai,FALSE,1959-08-31 00:00,,M,jerry19@adventure-works.com,60000,2,1,Partial College,Professional,1,2,3576 Silver Cypress Ct.,,2013-09-26 00:00,2-5 Miles,M,607-555-0170
13377,368,AW00013377,,Thomas,,Hernandez,FALSE,1953-09-13 00:00,,M,thomas54@adventure-works.com,70000,4,1,Bachelors,Management,1,2,7879 Mt. Etna Drive,,2013-05-01 00:00,10+ Miles,M,819-555-0122
13378,385,AW00013378,,Alexandra,J,Bailey,FALSE,1959-09-14 00:00,,F,alexandra10@adventure-works.com,70000,4,1,Partial College,Professional,1,2,8885 Partridge Dr.,,2012-01-31 00:00,1-2 Miles,M,243-555-0161
13379,638,AW00013379,,Bailey,,Morris,FALSE,1954-11-11 00:00,,F,bailey16@adventure-works.com,60000,2,1,Partial College,Professional,1,2,388 Frame Lane,,2013-07-17 00:00,2-5 Miles,S,808-555-0180
13380,298,AW00013380,,Katherine,,Scott,FALSE,1955-04-24 00:00,,F,katherine61@adventure-works.com,60000,2,1,Bachelors,Management,0,0,9059 Northgate Road,,2012-02-01 00:00,2-5 Miles,M,429-555-0112
13381,312,AW00013381,,Vanessa,,Jenkins,FALSE,1960-03-18 00:00,,F,vanessa7@adventure-works.com,60000,2,1,Bachelors,Management,1,0,6221 Steven Way,,2013-07-24 00:00,10+ Miles,M,915-555-0151
13382,369,AW00013382,,Richard,V,Rogers,FALSE,1960-02-01 00:00,,M,richard100@adventure-works.com,70000,5,1,Partial College,Professional,1,2,7629 Alier Dr.,,2012-02-12 00:00,1-2 Miles,M,591-555-0190
13383,536,AW00013383,,Natalie,J,Wright,FALSE,1961-09-29 00:00,,F,natalie63@adventure-works.com,60000,2,1,Partial College,Professional,1,2,6075 Olive Hill,,2012-01-31 00:00,10+ Miles,S,996-555-0114
13384,611,AW00013384,,Mario,T,Ashe,FALSE,1956-04-23 00:00,,M,mario21@adventure-works.com,60000,2,1,Partial College,Professional,1,2,1809 Candellero Dr.,,2012-02-04 00:00,10+ Miles,S,763-555-0114
13385,618,AW00013385,,Danielle,M,Cook,FALSE,1956-05-26 00:00,,F,danielle24@adventure-works.com,60000,2,1,Partial College,Professional,1,2,8305 California St.,,2012-02-23 00:00,10+ Miles,S,140-555-0112
13386,543,AW00013386,,Samuel,R,Patterson,FALSE,1955-07-26 00:00,,M,samuel9@adventure-works.com,60000,2,1,Partial College,Professional,0,2,3260 Marsh Meadow Way,,2013-10-02 00:00,2-5 Miles,M,668-555-0143
13387,299,AW00013387,,Miranda,L,Jenkins,FALSE,1955-09-18 00:00,,F,miranda7@adventure-works.com,60000,2,1,Partial College,Professional,1,1,4739 Delta View Ln,,2013-11-02 00:00,10+ Miles,M,588-555-0148
13388,302,AW00013388,,Marshall,M,Shen,FALSE,1955-12-11 00:00,,M,marshall23@adventure-works.com,60000,2,1,Partial College,Professional,1,1,1530 Dallis Drive,,2013-03-05 00:00,10+ Miles,S,170-555-0132
13389,335,AW00013389,,Madison,M,Thomas,FALSE,1956-05-19 00:00,,F,madison11@adventure-works.com,70000,4,2,Partial College,Professional,0,1,8744 Black Walnut,,2013-11-30 00:00,1-2 Miles,M,245-555-0112
13390,347,AW00013390,,Julia,C,Collins,FALSE,1955-11-23 00:00,,F,julia4@adventure-works.com,70000,4,2,Partial College,Professional,0,1,9622 Precipice Court,,2013-12-30 00:00,1-2 Miles,M,697-555-0157
13391,43,AW00013391,,Brenda,,Malhotra,FALSE,1956-08-26 00:00,,F,brenda8@adventure-works.com,40000,2,1,Partial High School,Skilled Manual,1,3,5190 Jacqueline Way,,2013-10-02 00:00,10+ Miles,M,113-555-0198
13392,536,AW00013392,,Hunter,,Parker,FALSE,1956-10-30 00:00,,M,hunter28@adventure-works.com,70000,2,1,High School,Professional,1,2,717 Westwood Court,,2013-11-09 00:00,10+ Miles,M,407-555-0160
13393,536,AW00013393,,Willie,,Kumar,FALSE,1956-10-15 00:00,,M,willie27@adventure-works.com,70000,2,1,High School,Professional,1,2,613 Lakehurst Dr.,,2013-05-10 00:00,2-5 Miles,M,168-555-0116
13394,536,AW00013394,,Matthew,L,Clark,FALSE,1956-09-11 00:00,,M,matthew24@adventure-works.com,70000,2,1,High School,Professional,1,2,1400 Gibrix Drive,,2013-05-12 00:00,10+ Miles,S,544-555-0139
13395,609,AW00013395,,Gabriel,J,Li,FALSE,1957-01-11 00:00,,M,gabriel23@adventure-works.com,70000,2,1,High School,Professional,1,2,6374 Roundtree Drive,,2013-07-18 00:00,2-5 Miles,M,502-555-0188
13396,631,AW00013396,,David,,Kumar,FALSE,1956-12-24 00:00,,M,david60@adventure-works.com,70000,2,1,High School,Professional,1,2,3997 Alpine Drive,,2013-05-29 00:00,10+ Miles,M,617-555-0190
13397,634,AW00013397,,Adam,,Mitchell,FALSE,1962-04-04 00:00,,M,adam41@adventure-works.com,60000,2,1,Partial College,Professional,1,1,3560 Harvard Dr.,,2013-11-12 00:00,10+ Miles,M,126-555-0119
13398,638,AW00013398,,Logan,L,Ross,FALSE,1973-09-12 00:00,,M,logan6@adventure-works.com,60000,2,1,Partial College,Professional,1,1,2416 Fairlane Place,,2013-11-21 00:00,10+ Miles,M,315-555-0143
13399,326,AW00013399,,Edward,A,Young,FALSE,1956-09-17 00:00,,M,edward47@adventure-works.com,60000,2,1,Partial College,Professional,0,2,9529 North Park Court,,2013-11-08 00:00,2-5 Miles,M,385-555-0122
13400,326,AW00013400,,Julia,B,Thomas,FALSE,1962-08-08 00:00,,F,julia33@adventure-works.com,60000,2,1,Partial College,Professional,0,2,9424 Athens Circle,,2012-02-26 00:00,2-5 Miles,M,142-555-0167
13401,385,AW00013401,,Erin,S,Bradley,FALSE,1963-02-18 00:00,,F,erin18@adventure-works.com,60000,3,1,High School,Professional,1,2,2111 Freedom Court,,2012-02-28 00:00,10+ Miles,S,978-555-0178
13402,316,AW00013402,,Gabriel,E,Turner,FALSE,1957-09-25 00:00,,M,gabriel35@adventure-works.com,60000,3,1,High School,Professional,0,2,2376 Holiday Hills Dr.,,2012-02-22 00:00,2-5 Miles,M,127-555-0118
13403,553,AW00013403,,Jennifer,,Jackson,FALSE,1957-10-30 00:00,,F,jennifer40@adventure-works.com,70000,5,2,Partial College,Professional,1,2,5710 Ida Drive,,2012-02-23 00:00,10+ Miles,S,385-555-0139
13404,248,AW00013404,,Kelvin,,Yang,FALSE,1975-03-09 00:00,,M,kelvin24@adventure-works.com,130000,2,4,Partial College,Professional,1,2,9252 Lindell Dr.,,2012-12-16 00:00,0-1 Miles,M,1 (11) 500 555-0123
13405,189,AW00013405,,Ethan,L,Bryant,FALSE,1963-04-04 00:00,,M,ethan14@adventure-works.com,110000,2,4,Partial College,Professional,1,3,"5, rue de la Comédie",,2011-11-01 00:00,5-10 Miles,M,1 (11) 500 555-0166
13406,170,AW00013406,,Craig,,Jiménez,FALSE,1962-07-05 00:00,,M,craig6@adventure-works.com,130000,2,4,Partial College,Professional,1,2,Auf der Krone 4775,,2011-01-28 00:00,5-10 Miles,M,1 (11) 500 555-0133
13407,253,AW00013407,,Cassandra,,Rana,FALSE,1963-04-06 00:00,,F,cassandra12@adventure-works.com,150000,2,4,High School,Professional,0,2,9055 Calafia Ave,,2012-12-27 00:00,0-1 Miles,S,1 (11) 500 555-0175
13408,265,AW00013408,,Katherine,R,Gonzales,FALSE,1962-10-06 00:00,,F,katherine43@adventure-works.com,170000,2,3,Bachelors,Management,1,3,2139 Birdwatch Ave.,,2012-12-14 00:00,0-1 Miles,M,1 (11) 500 555-0189
13409,224,AW00013409,,Cory,P,Fernandez,FALSE,1966-03-22 00:00,,M,cory14@adventure-works.com,110000,3,4,Partial College,Professional,1,4,"1509, rue Maillard",,2013-10-22 00:00,10+ Miles,M,1 (11) 500 555-0113
13410,153,AW00013410,,Jillian,A,Madan,FALSE,1961-05-18 00:00,,F,jillian8@adventure-works.com,110000,3,4,Partial College,Professional,1,4,Viktoria-Luise-Platz 347,#59,2013-06-07 00:00,10+ Miles,M,1 (11) 500 555-0176
13411,229,AW00013411,,Jacquelyn,,Blanco,FALSE,1960-12-30 00:00,,F,jacquelyn16@adventure-works.com,130000,3,4,Partial College,Professional,0,3,3894 Dennis Circle,,2012-12-07 00:00,5-10 Miles,M,1 (11) 500 555-0116
13412,232,AW00013412,,Rafael,,Zhao,FALSE,1961-04-12 00:00,,M,rafael11@adventure-works.com,130000,3,4,Partial College,Professional,1,3,828 Pinewood Court,,2013-12-09 00:00,0-1 Miles,M,1 (11) 500 555-0146
13413,547,AW00013413,,Fernando,,Phillips,FALSE,1938-05-18 00:00,,M,fernando39@adventure-works.com,60000,2,0,Graduate Degree,Management,1,2,1410 N Ranchford Court,,2013-10-31 00:00,5-10 Miles,M,905-555-0115
13414,546,AW00013414,,Miguel,,Wilson,FALSE,1938-12-29 00:00,,M,miguel6@adventure-works.com,80000,3,0,Graduate Degree,Management,1,1,7751 Lunar Lane,,2013-05-06 00:00,0-1 Miles,M,510-555-0111
13415,300,AW00013415,,Marcus,A,Rogers,FALSE,1938-10-04 00:00,,M,marcus94@adventure-works.com,100000,1,1,Graduate Degree,Management,1,3,8408 Hillview Dr.,,2013-05-26 00:00,2-5 Miles,S,796-555-0139
13416,322,AW00013416,,Richard,,Roberts,FALSE,1944-11-16 00:00,,M,richard32@adventure-works.com,110000,1,2,Graduate Degree,Management,0,2,535 Greendell Pl,,2013-03-10 00:00,1-2 Miles,S,510-555-0180
13417,337,AW00013417,,Ian,D,Cox,FALSE,1938-09-07 00:00,,M,ian77@adventure-works.com,110000,1,2,Graduate Degree,Management,1,3,5120 La Canada,,2013-05-02 00:00,2-5 Miles,M,955-555-0117
13418,68,AW00013418,,Devin,C,Cox,FALSE,1970-12-01 00:00,,M,devin78@adventure-works.com,90000,4,4,Partial College,Professional,1,3,2557 Meadowbrook Dr.,,2013-05-05 00:00,2-5 Miles,M,279-555-0143
13419,611,AW00013419,,Lauren,,Coleman,FALSE,1970-12-21 00:00,,F,lauren53@adventure-works.com,90000,5,5,Partial College,Professional,1,3,3747 Likins Avenue,,2012-02-10 00:00,0-1 Miles,M,123-555-0127
13420,326,AW00013420,,Jordan,B,Turner,FALSE,1971-01-30 00:00,,F,jordan33@adventure-works.com,120000,3,2,Bachelors,Management,1,4,6905 Mendouno Dr.,,2012-02-21 00:00,2-5 Miles,M,382-555-0160
13421,368,AW00013421,,Alyssa,C,Patterson,FALSE,1970-12-21 00:00,,F,alyssa56@adventure-works.com,130000,2,2,Graduate Degree,Management,1,2,2904 Bay View Drive,,2013-04-27 00:00,1-2 Miles,M,727-555-0180
13422,372,AW00013422,,Jacqueline,C,Washington,FALSE,1982-03-13 00:00,,F,jacqueline14@adventure-works.com,160000,0,0,Graduate Degree,Management,0,4,6171 Rosey View Drive,,2013-05-16 00:00,0-1 Miles,S,852-555-0111
13423,66,AW00013423,,Alex,M,Peterson,FALSE,1969-09-03 00:00,,M,alex8@adventure-works.com,80000,4,3,Bachelors,Management,1,0,2647 Santa Ana Dr.,,2013-07-24 00:00,2-5 Miles,S,670-555-0124
13424,539,AW00013424,,Jasmine,M,Thomas,FALSE,1981-03-16 00:00,,F,jasmine9@adventure-works.com,90000,5,5,Partial College,Professional,1,3,3484 Springer Court,,2012-02-02 00:00,2-5 Miles,M,337-555-0179
13425,614,AW00013425,,Jose,L,Garcia,FALSE,1970-01-03 00:00,,M,jose78@adventure-works.com,90000,5,5,Partial College,Professional,1,3,3498 Olive Ave.,,2012-02-23 00:00,2-5 Miles,M,435-555-0139
13426,298,AW00013426,,Taylor,,Williams,FALSE,1969-12-10 00:00,,F,taylor49@adventure-works.com,110000,3,2,Bachelors,Management,1,4,5272 Mill Rd.,,2012-03-05 00:00,2-5 Miles,S,526-555-0132
13427,336,AW00013427,,Connor,A,Winston,FALSE,1975-03-08 00:00,,M,connor19@adventure-works.com,130000,2,2,Bachelors,Management,0,3,6127 Lilly Lane,,2013-05-21 00:00,1-2 Miles,S,140-555-0183
13428,347,AW00013428,,Marcus,A,Ramirez,FALSE,1970-06-09 00:00,,M,marcus82@adventure-works.com,130000,3,2,Bachelors,Management,1,3,1888 Buena Vista,,2013-05-11 00:00,0-1 Miles,M,127-555-0144
13429,352,AW00013429,,Gabrielle,,Washington,FALSE,1969-08-03 00:00,,F,gabrielle35@adventure-works.com,150000,2,0,Bachelors,Management,1,3,74 Valley Blvd.,,2012-03-11 00:00,1-2 Miles,M,361-555-0188
13430,369,AW00013430,,Edward,,Griffin,FALSE,1980-11-07 00:00,,M,edward69@adventure-works.com,150000,2,0,Bachelors,Management,1,4,4202 Northridge Dr.,,2013-03-22 00:00,0-1 Miles,M,111-555-0181
13431,642,AW00013431,,Bryan,E,James,FALSE,1962-01-31 00:00,,M,bryan4@adventure-works.com,70000,3,2,Partial College,Professional,1,0,1278 Sunshine Dr.,,2012-03-14 00:00,5-10 Miles,M,580-555-0138
13432,607,AW00013432,,Dalton,S,Wood,FALSE,1978-06-14 00:00,,M,dalton47@adventure-works.com,80000,3,0,Partial College,Professional,1,1,7392 Diver Way,,2013-03-27 00:00,2-5 Miles,S,540-555-0150
13433,298,AW00013433,,Jessie,E,Vazquez,FALSE,1961-09-08 00:00,,F,jessie33@adventure-works.com,90000,2,1,Partial College,Professional,1,1,6483 Crystal Ave.,,2012-03-18 00:00,5-10 Miles,S,773-555-0121
13434,54,AW00013434,,Kaitlyn,G,Wright,FALSE,1940-06-03 00:00,,F,kaitlyn18@adventure-works.com,50000,2,0,Graduate Degree,Management,1,2,1589 Santa Teresa Dr.,,2013-10-13 00:00,5-10 Miles,S,706-555-0121
13435,300,AW00013435,,Tracy,A,Pal,FALSE,1940-03-16 00:00,,F,tracy11@adventure-works.com,70000,4,0,Graduate Degree,Management,1,2,3024 W Lake Drive,,2012-03-17 00:00,5-10 Miles,M,157-555-0153
13436,618,AW00013436,,Gail,,Griffin,FALSE,1968-07-03 00:00,,F,gail7@adventure-works.com,90000,0,0,Partial College,Professional,1,1,5871 Detroit Ave.,,2012-03-12 00:00,5-10 Miles,S,450-555-0171
13437,632,AW00013437,,Ethan,B,Flores,FALSE,1974-08-22 00:00,,M,ethan9@adventure-works.com,90000,0,0,Partial College,Professional,1,1,8373 Endriss,,2013-03-02 00:00,10+ Miles,M,836-555-0132
13438,634,AW00013438,,Chloe,,Griffin,FALSE,1969-04-21 00:00,,F,chloe86@adventure-works.com,90000,0,0,Partial College,Professional,0,2,6275 Bel Air Drive,,2012-03-02 00:00,0-1 Miles,S,160-555-0168
13439,302,AW00013439,,Arturo,,Lin,FALSE,1968-09-12 00:00,,M,arturo8@adventure-works.com,110000,4,2,Bachelors,Management,1,4,3848 Mt. Diablo St.,,2013-05-18 00:00,5-10 Miles,M,784-555-0141
13440,69,AW00013440,,Sydney,A,Miller,FALSE,1973-02-14 00:00,,F,sydney70@adventure-works.com,80000,5,4,Partial College,Professional,1,3,7474 High St.,,2013-05-12 00:00,5-10 Miles,S,134-555-0132
13441,609,AW00013441,,Omar,S,Zhang,FALSE,1973-05-10 00:00,,M,omar0@adventure-works.com,90000,5,4,Partial College,Professional,1,4,7481 Caravelle Ct.,,2013-11-29 00:00,5-10 Miles,M,820-555-0158
13442,612,AW00013442,,Paula,,Vazquez,FALSE,1968-02-29 00:00,,F,paula17@adventure-works.com,90000,5,4,Partial College,Professional,0,4,7293 Stanford Way,,2012-03-18 00:00,1-2 Miles,S,284-555-0134
13443,543,AW00013443,,Jasmine,,White,FALSE,1968-01-07 00:00,,F,jasmine11@adventure-works.com,100000,1,2,Partial College,Professional,1,3,5020 Kenneth Ct.,,2012-03-10 00:00,1-2 Miles,M,458-555-0131
13444,300,AW00013444,,Abby,M,Lopez,FALSE,1967-11-02 00:00,,F,abby14@adventure-works.com,110000,1,3,Bachelors,Management,0,2,6121 Pebble Glen Drive,,2013-07-13 00:00,1-2 Miles,S,941-555-0140
13445,314,AW00013445,,Logan,H,Davis,FALSE,1968-02-01 00:00,,M,logan55@adventure-works.com,120000,1,3,Partial College,Professional,0,4,2986 Cleveland Avenue,,2013-11-14 00:00,2-5 Miles,M,208-555-0135
13446,316,AW00013446,,Katelyn,,Scott,FALSE,1967-10-07 00:00,,F,katelyn37@adventure-works.com,120000,1,3,Partial College,Professional,1,4,7529 Adelaide St.,,2012-03-01 00:00,5-10 Miles,S,196-555-0135
13447,337,AW00013447,,Destiny,M,Cox,FALSE,1967-11-01 00:00,,F,destiny36@adventure-works.com,130000,1,2,Bachelors,Management,1,4,9742 Anderson Way,,2012-03-26 00:00,2-5 Miles,M,131-555-0112
13448,352,AW00013448,,Catherine,,Ward,FALSE,1968-01-10 00:00,,F,catherine11@adventure-works.com,130000,1,2,Bachelors,Management,1,4,9450 Almond Street,,2013-06-01 00:00,0-1 Miles,M,805-555-0126
13449,611,AW00013449,,Jerome,H,Diaz,FALSE,1966-12-16 00:00,,M,jerome3@adventure-works.com,80000,5,4,Partial College,Professional,1,3,4911 Dance Court,,2012-03-12 00:00,5-10 Miles,S,238-555-0168
13450,546,AW00013450,,Victoria,S,Jones,FALSE,1972-07-14 00:00,,F,victoria4@adventure-works.com,90000,4,3,High School,Professional,1,1,8738 Crawford Street,,2012-04-28 00:00,5-10 Miles,S,328-555-0157
13451,301,AW00013451,,Robin,H,Browning,FALSE,1972-06-23 00:00,,F,robin12@adventure-works.com,110000,1,3,Partial College,Professional,0,4,6934 Santa Cruz Dr.,,2013-10-18 00:00,2-5 Miles,M,802-555-0178
13452,325,AW00013452,,Kaitlyn,,Evans,FALSE,1966-09-10 00:00,,F,kaitlyn0@adventure-works.com,130000,1,3,Bachelors,Management,1,1,6714 Roundtree Court,,2012-03-30 00:00,0-1 Miles,M,845-555-0187
13453,336,AW00013453,,Amanda,,Howard,FALSE,1966-11-08 00:00,,F,amanda11@adventure-works.com,130000,1,3,Bachelors,Management,1,3,8465 F Mt Hood Circle,,2012-04-08 00:00,0-1 Miles,M,152-555-0195
13454,337,AW00013454,,Benjamin,,Griffin,FALSE,1966-08-17 00:00,,M,benjamin22@adventure-works.com,130000,1,3,Bachelors,Management,1,3,2039 Doon Cr,# 120,2013-06-14 00:00,0-1 Miles,M,153-555-0127
13455,359,AW00013455,,Kaitlyn,L,Bryant,FALSE,1972-08-06 00:00,,F,kaitlyn85@adventure-works.com,130000,3,3,Bachelors,Management,1,3,8859 Wood Ranch Circle,,2013-06-10 00:00,2-5 Miles,M,903-555-0154
13456,623,AW00013456,,Sydney,,Hernandez,FALSE,1961-01-20 00:00,,F,sydney59@adventure-works.com,80000,2,0,Partial High School,Skilled Manual,1,2,3167 Pirate Lane,,2012-04-14 00:00,5-10 Miles,S,662-555-0155
13457,552,AW00013457,,Eric,,Henderson,FALSE,1960-08-04 00:00,,M,eric13@adventure-works.com,60000,2,0,High School,Professional,0,2,4723 Zion Avenue,,2013-08-05 00:00,5-10 Miles,M,249-555-0189
13458,609,AW00013458,,Joan,,James,FALSE,1961-03-02 00:00,,F,joan3@adventure-works.com,60000,2,0,High School,Professional,0,2,5003 Pheasant Drive,,2013-02-07 00:00,1-2 Miles,M,784-555-0113
13459,359,AW00013459,,Devin,G,Foster,FALSE,1961-01-13 00:00,,M,devin54@adventure-works.com,60000,2,0,High School,Professional,0,2,4703 Westbury Dr.,,2013-11-11 00:00,5-10 Miles,M,227-555-0182
13460,55,AW00013460,,Jasmine,,Walker,FALSE,1960-03-20 00:00,,F,jasmine20@adventure-works.com,80000,2,0,Partial High School,Skilled Manual,0,2,7289 Brookview Dr.,,2013-05-01 00:00,1-2 Miles,S,184-555-0189
13461,368,AW00013461,,Anthony,L,Jones,FALSE,1940-08-29 00:00,,M,anthony12@adventure-works.com,130000,2,3,Graduate Degree,Management,0,3,1020 Carletto Drive,,2012-03-30 00:00,0-1 Miles,S,150-555-0152
13462,609,AW00013462,,Jay,M,Sara,FALSE,1947-11-07 00:00,,M,jay17@adventure-works.com,50000,2,0,Graduate Degree,Management,1,2,3296 Sinaloa,,2012-04-18 00:00,5-10 Miles,S,459-555-0199
13463,298,AW00013463,,Tammy,B,Sara,FALSE,1942-02-01 00:00,,F,tammy11@adventure-works.com,60000,2,0,Graduate Degree,Management,1,2,2422 Norse Drive,,2013-11-13 00:00,5-10 Miles,M,620-555-0110
13464,300,AW00013464,,Martha,C,Hu,FALSE,1942-05-08 00:00,,F,martha20@adventure-works.com,70000,4,0,Graduate Degree,Management,1,2,6272 Maywood Ln,,2012-04-19 00:00,1-2 Miles,M,505-555-0153
